id_comb;id_data;nome_comb;tipo_comb;custo_comb
4;574;Ipimax Gasolina Aditivada;Aditivado;5.01
6;574;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;574;Ipimax Etanol Aditivado;Aditivado;4.37
1;574;Original gasolina;Comum;3.51
2;574;Original Diesel ;Comum;4.16
3;574;Original Etanol ;Comum;3.30
7;574;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;575;Ipimax Gasolina Aditivada;Aditivado;5.01
6;575;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;575;Ipimax Etanol Aditivado;Aditivado;4.37
1;575;Original gasolina;Comum;3.51
2;575;Original Diesel ;Comum;4.16
3;575;Original Etanol ;Comum;3.30
7;575;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;576;Ipimax Gasolina Aditivada;Aditivado;5.01
6;576;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;576;Ipimax Etanol Aditivado;Aditivado;4.37
1;576;Original gasolina;Comum;3.51
2;576;Original Diesel ;Comum;4.16
3;576;Original Etanol ;Comum;3.30
7;576;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;577;Ipimax Gasolina Aditivada;Aditivado;5.01
6;577;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;577;Ipimax Etanol Aditivado;Aditivado;4.37
1;577;Original gasolina;Comum;3.51
2;577;Original Diesel ;Comum;4.16
3;577;Original Etanol ;Comum;3.30
7;577;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;578;Ipimax Gasolina Aditivada;Aditivado;5.01
6;578;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;578;Ipimax Etanol Aditivado;Aditivado;4.37
1;578;Original gasolina;Comum;3.51
2;578;Original Diesel ;Comum;4.16
3;578;Original Etanol ;Comum;3.30
7;578;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;579;Ipimax Gasolina Aditivada;Aditivado;5.01
6;579;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;579;Ipimax Etanol Aditivado;Aditivado;4.37
1;579;Original gasolina;Comum;3.51
2;579;Original Diesel ;Comum;4.16
3;579;Original Etanol ;Comum;3.30
7;579;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;580;Ipimax Gasolina Aditivada;Aditivado;5.01
6;580;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;580;Ipimax Etanol Aditivado;Aditivado;4.37
1;580;Original gasolina;Comum;3.51
2;580;Original Diesel ;Comum;4.16
3;580;Original Etanol ;Comum;3.30
7;580;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;581;Ipimax Gasolina Aditivada;Aditivado;5.01
6;581;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;581;Ipimax Etanol Aditivado;Aditivado;4.37
1;581;Original gasolina;Comum;3.51
2;581;Original Diesel ;Comum;4.16
3;581;Original Etanol ;Comum;3.30
7;581;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;582;Ipimax Gasolina Aditivada;Aditivado;5.01
6;582;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;582;Ipimax Etanol Aditivado;Aditivado;4.37
1;582;Original gasolina;Comum;3.51
2;582;Original Diesel ;Comum;4.16
3;582;Original Etanol ;Comum;3.30
7;582;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;583;Ipimax Gasolina Aditivada;Aditivado;5.01
6;583;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;583;Ipimax Etanol Aditivado;Aditivado;4.37
1;583;Original gasolina;Comum;3.51
2;583;Original Diesel ;Comum;4.16
3;583;Original Etanol ;Comum;3.30
7;583;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;584;Ipimax Gasolina Aditivada;Aditivado;5.01
6;584;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;584;Ipimax Etanol Aditivado;Aditivado;4.37
1;584;Original gasolina;Comum;3.51
2;584;Original Diesel ;Comum;4.16
3;584;Original Etanol ;Comum;3.30
7;584;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;585;Ipimax Gasolina Aditivada;Aditivado;5.01
6;585;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;585;Ipimax Etanol Aditivado;Aditivado;4.37
1;585;Original gasolina;Comum;3.51
2;585;Original Diesel ;Comum;4.16
3;585;Original Etanol ;Comum;3.30
7;585;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;586;Ipimax Gasolina Aditivada;Aditivado;5.01
6;586;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;586;Ipimax Etanol Aditivado;Aditivado;4.37
1;586;Original gasolina;Comum;3.51
2;586;Original Diesel ;Comum;4.16
3;586;Original Etanol ;Comum;3.30
7;586;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;587;Ipimax Gasolina Aditivada;Aditivado;5.01
6;587;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;587;Ipimax Etanol Aditivado;Aditivado;4.37
1;587;Original gasolina;Comum;3.51
2;587;Original Diesel ;Comum;4.16
3;587;Original Etanol ;Comum;3.30
7;587;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;588;Ipimax Gasolina Aditivada;Aditivado;5.01
6;588;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;588;Ipimax Etanol Aditivado;Aditivado;4.37
1;588;Original gasolina;Comum;3.51
2;588;Original Diesel ;Comum;4.16
3;588;Original Etanol ;Comum;3.30
7;588;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;589;Ipimax Gasolina Aditivada;Aditivado;5.01
6;589;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;589;Ipimax Etanol Aditivado;Aditivado;4.37
1;589;Original gasolina;Comum;3.51
2;589;Original Diesel ;Comum;4.16
3;589;Original Etanol ;Comum;3.30
7;589;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;590;Ipimax Gasolina Aditivada;Aditivado;5.01
6;590;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;590;Ipimax Etanol Aditivado;Aditivado;4.37
1;590;Original gasolina;Comum;3.51
2;590;Original Diesel ;Comum;4.16
3;590;Original Etanol ;Comum;3.30
7;590;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;591;Ipimax Gasolina Aditivada;Aditivado;5.01
6;591;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;591;Ipimax Etanol Aditivado;Aditivado;4.37
1;591;Original gasolina;Comum;3.51
2;591;Original Diesel ;Comum;4.16
3;591;Original Etanol ;Comum;3.30
7;591;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;592;Ipimax Gasolina Aditivada;Aditivado;5.01
6;592;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;592;Ipimax Etanol Aditivado;Aditivado;4.37
1;592;Original gasolina;Comum;3.51
2;592;Original Diesel ;Comum;4.16
3;592;Original Etanol ;Comum;3.30
7;592;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;593;Ipimax Gasolina Aditivada;Aditivado;5.01
6;593;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;593;Ipimax Etanol Aditivado;Aditivado;4.37
1;593;Original gasolina;Comum;3.51
2;593;Original Diesel ;Comum;4.16
3;593;Original Etanol ;Comum;3.30
7;593;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;594;Ipimax Gasolina Aditivada;Aditivado;5.01
6;594;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;594;Ipimax Etanol Aditivado;Aditivado;4.37
1;594;Original gasolina;Comum;3.51
2;594;Original Diesel ;Comum;4.16
3;594;Original Etanol ;Comum;3.30
7;594;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;595;Ipimax Gasolina Aditivada;Aditivado;5.01
6;595;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;595;Ipimax Etanol Aditivado;Aditivado;4.37
1;595;Original gasolina;Comum;3.51
2;595;Original Diesel ;Comum;4.16
3;595;Original Etanol ;Comum;3.30
7;595;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;596;Ipimax Gasolina Aditivada;Aditivado;5.01
6;596;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;596;Ipimax Etanol Aditivado;Aditivado;4.37
1;596;Original gasolina;Comum;3.51
2;596;Original Diesel ;Comum;4.16
3;596;Original Etanol ;Comum;3.30
7;596;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;597;Ipimax Gasolina Aditivada;Aditivado;5.01
6;597;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;597;Ipimax Etanol Aditivado;Aditivado;4.37
1;597;Original gasolina;Comum;3.51
2;597;Original Diesel ;Comum;4.16
3;597;Original Etanol ;Comum;3.30
7;597;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;598;Ipimax Gasolina Aditivada;Aditivado;5.01
6;598;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;598;Ipimax Etanol Aditivado;Aditivado;4.37
1;598;Original gasolina;Comum;3.51
2;598;Original Diesel ;Comum;4.16
3;598;Original Etanol ;Comum;3.30
7;598;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;599;Ipimax Gasolina Aditivada;Aditivado;5.01
6;599;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;599;Ipimax Etanol Aditivado;Aditivado;4.37
1;599;Original gasolina;Comum;3.51
2;599;Original Diesel ;Comum;4.16
3;599;Original Etanol ;Comum;3.30
7;599;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;600;Ipimax Gasolina Aditivada;Aditivado;5.01
6;600;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;600;Ipimax Etanol Aditivado;Aditivado;4.37
1;600;Original gasolina;Comum;3.51
2;600;Original Diesel ;Comum;4.16
3;600;Original Etanol ;Comum;3.30
7;600;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;601;Ipimax Gasolina Aditivada;Aditivado;5.01
6;601;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;601;Ipimax Etanol Aditivado;Aditivado;4.37
1;601;Original gasolina;Comum;3.51
2;601;Original Diesel ;Comum;4.16
3;601;Original Etanol ;Comum;3.30
7;601;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;602;Ipimax Gasolina Aditivada;Aditivado;5.01
6;602;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;602;Ipimax Etanol Aditivado;Aditivado;4.37
1;602;Original gasolina;Comum;3.51
2;602;Original Diesel ;Comum;4.16
3;602;Original Etanol ;Comum;3.30
7;602;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;603;Ipimax Gasolina Aditivada;Aditivado;5.01
6;603;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;603;Ipimax Etanol Aditivado;Aditivado;4.37
1;603;Original gasolina;Comum;3.51
2;603;Original Diesel ;Comum;4.16
3;603;Original Etanol ;Comum;3.30
7;603;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;604;Ipimax Gasolina Aditivada;Aditivado;5.01
6;604;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;604;Ipimax Etanol Aditivado;Aditivado;4.37
1;604;Original gasolina;Comum;3.51
2;604;Original Diesel ;Comum;4.16
3;604;Original Etanol ;Comum;3.30
7;604;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;605;Ipimax Gasolina Aditivada;Aditivado;5.01
6;605;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;605;Ipimax Etanol Aditivado;Aditivado;4.37
1;605;Original gasolina;Comum;3.51
2;605;Original Diesel ;Comum;4.16
3;605;Original Etanol ;Comum;3.30
7;605;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;606;Ipimax Gasolina Aditivada;Aditivado;5.01
6;606;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;606;Ipimax Etanol Aditivado;Aditivado;4.37
1;606;Original gasolina;Comum;3.51
2;606;Original Diesel ;Comum;4.16
3;606;Original Etanol ;Comum;3.30
7;606;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;607;Ipimax Gasolina Aditivada;Aditivado;5.01
6;607;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;607;Ipimax Etanol Aditivado;Aditivado;4.37
1;607;Original gasolina;Comum;3.51
2;607;Original Diesel ;Comum;4.16
3;607;Original Etanol ;Comum;3.30
7;607;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;608;Ipimax Gasolina Aditivada;Aditivado;5.01
6;608;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;608;Ipimax Etanol Aditivado;Aditivado;4.37
1;608;Original gasolina;Comum;3.51
2;608;Original Diesel ;Comum;4.16
3;608;Original Etanol ;Comum;3.30
7;608;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;609;Ipimax Gasolina Aditivada;Aditivado;5.01
6;609;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;609;Ipimax Etanol Aditivado;Aditivado;4.37
1;609;Original gasolina;Comum;3.51
2;609;Original Diesel ;Comum;4.16
3;609;Original Etanol ;Comum;3.30
7;609;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;610;Ipimax Gasolina Aditivada;Aditivado;5.01
6;610;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;610;Ipimax Etanol Aditivado;Aditivado;4.37
1;610;Original gasolina;Comum;3.51
2;610;Original Diesel ;Comum;4.16
3;610;Original Etanol ;Comum;3.30
7;610;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;611;Ipimax Gasolina Aditivada;Aditivado;5.01
6;611;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;611;Ipimax Etanol Aditivado;Aditivado;4.37
1;611;Original gasolina;Comum;3.51
2;611;Original Diesel ;Comum;4.16
3;611;Original Etanol ;Comum;3.30
7;611;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;612;Ipimax Gasolina Aditivada;Aditivado;5.01
6;612;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;612;Ipimax Etanol Aditivado;Aditivado;4.37
1;612;Original gasolina;Comum;3.51
2;612;Original Diesel ;Comum;4.16
3;612;Original Etanol ;Comum;3.30
7;612;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;613;Ipimax Gasolina Aditivada;Aditivado;5.01
6;613;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;613;Ipimax Etanol Aditivado;Aditivado;4.37
1;613;Original gasolina;Comum;3.51
2;613;Original Diesel ;Comum;4.16
3;613;Original Etanol ;Comum;3.30
7;613;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;614;Ipimax Gasolina Aditivada;Aditivado;5.01
6;614;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;614;Ipimax Etanol Aditivado;Aditivado;4.37
1;614;Original gasolina;Comum;3.51
2;614;Original Diesel ;Comum;4.16
3;614;Original Etanol ;Comum;3.30
7;614;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;615;Ipimax Gasolina Aditivada;Aditivado;5.01
6;615;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;615;Ipimax Etanol Aditivado;Aditivado;4.37
1;615;Original gasolina;Comum;3.51
2;615;Original Diesel ;Comum;4.16
3;615;Original Etanol ;Comum;3.30
7;615;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;616;Ipimax Gasolina Aditivada;Aditivado;5.01
6;616;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;616;Ipimax Etanol Aditivado;Aditivado;4.37
1;616;Original gasolina;Comum;3.51
2;616;Original Diesel ;Comum;4.16
3;616;Original Etanol ;Comum;3.30
7;616;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;617;Ipimax Gasolina Aditivada;Aditivado;5.01
6;617;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;617;Ipimax Etanol Aditivado;Aditivado;4.37
1;617;Original gasolina;Comum;3.51
2;617;Original Diesel ;Comum;4.16
3;617;Original Etanol ;Comum;3.30
7;617;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;618;Ipimax Gasolina Aditivada;Aditivado;5.01
6;618;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;618;Ipimax Etanol Aditivado;Aditivado;4.37
1;618;Original gasolina;Comum;3.51
2;618;Original Diesel ;Comum;4.16
3;618;Original Etanol ;Comum;3.30
7;618;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;619;Ipimax Gasolina Aditivada;Aditivado;5.01
6;619;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;619;Ipimax Etanol Aditivado;Aditivado;4.37
1;619;Original gasolina;Comum;3.51
2;619;Original Diesel ;Comum;4.16
3;619;Original Etanol ;Comum;3.30
7;619;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;620;Ipimax Gasolina Aditivada;Aditivado;5.01
6;620;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;620;Ipimax Etanol Aditivado;Aditivado;4.37
1;620;Original gasolina;Comum;3.51
2;620;Original Diesel ;Comum;4.16
3;620;Original Etanol ;Comum;3.30
7;620;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;621;Ipimax Gasolina Aditivada;Aditivado;5.01
6;621;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;621;Ipimax Etanol Aditivado;Aditivado;4.37
1;621;Original gasolina;Comum;3.51
2;621;Original Diesel ;Comum;4.16
3;621;Original Etanol ;Comum;3.30
7;621;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;622;Ipimax Gasolina Aditivada;Aditivado;5.01
6;622;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;622;Ipimax Etanol Aditivado;Aditivado;4.37
1;622;Original gasolina;Comum;3.51
2;622;Original Diesel ;Comum;4.16
3;622;Original Etanol ;Comum;3.30
7;622;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;623;Ipimax Gasolina Aditivada;Aditivado;5.01
6;623;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;623;Ipimax Etanol Aditivado;Aditivado;4.37
1;623;Original gasolina;Comum;3.51
2;623;Original Diesel ;Comum;4.16
3;623;Original Etanol ;Comum;3.30
7;623;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;624;Ipimax Gasolina Aditivada;Aditivado;5.01
6;624;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;624;Ipimax Etanol Aditivado;Aditivado;4.37
1;624;Original gasolina;Comum;3.51
2;624;Original Diesel ;Comum;4.16
3;624;Original Etanol ;Comum;3.30
7;624;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;625;Ipimax Gasolina Aditivada;Aditivado;5.01
6;625;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;625;Ipimax Etanol Aditivado;Aditivado;4.37
1;625;Original gasolina;Comum;3.51
2;625;Original Diesel ;Comum;4.16
3;625;Original Etanol ;Comum;3.30
7;625;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;626;Ipimax Gasolina Aditivada;Aditivado;5.01
6;626;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;626;Ipimax Etanol Aditivado;Aditivado;4.37
1;626;Original gasolina;Comum;3.51
2;626;Original Diesel ;Comum;4.16
3;626;Original Etanol ;Comum;3.30
7;626;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;627;Ipimax Gasolina Aditivada;Aditivado;5.01
6;627;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;627;Ipimax Etanol Aditivado;Aditivado;4.37
1;627;Original gasolina;Comum;3.51
2;627;Original Diesel ;Comum;4.16
3;627;Original Etanol ;Comum;3.30
7;627;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;628;Ipimax Gasolina Aditivada;Aditivado;5.01
6;628;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;628;Ipimax Etanol Aditivado;Aditivado;4.37
1;628;Original gasolina;Comum;3.51
2;628;Original Diesel ;Comum;4.16
3;628;Original Etanol ;Comum;3.30
7;628;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;629;Ipimax Gasolina Aditivada;Aditivado;5.01
6;629;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;629;Ipimax Etanol Aditivado;Aditivado;4.37
1;629;Original gasolina;Comum;3.51
2;629;Original Diesel ;Comum;4.16
3;629;Original Etanol ;Comum;3.30
7;629;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;630;Ipimax Gasolina Aditivada;Aditivado;5.01
6;630;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;630;Ipimax Etanol Aditivado;Aditivado;4.37
1;630;Original gasolina;Comum;3.51
2;630;Original Diesel ;Comum;4.16
3;630;Original Etanol ;Comum;3.30
7;630;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;631;Ipimax Gasolina Aditivada;Aditivado;5.01
6;631;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;631;Ipimax Etanol Aditivado;Aditivado;4.37
1;631;Original gasolina;Comum;3.51
2;631;Original Diesel ;Comum;4.16
3;631;Original Etanol ;Comum;3.30
7;631;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;632;Ipimax Gasolina Aditivada;Aditivado;5.01
6;632;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;632;Ipimax Etanol Aditivado;Aditivado;4.37
1;632;Original gasolina;Comum;3.51
2;632;Original Diesel ;Comum;4.16
3;632;Original Etanol ;Comum;3.30
7;632;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;633;Ipimax Gasolina Aditivada;Aditivado;5.01
6;633;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;633;Ipimax Etanol Aditivado;Aditivado;4.37
1;633;Original gasolina;Comum;3.51
2;633;Original Diesel ;Comum;4.16
3;633;Original Etanol ;Comum;3.30
7;633;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;634;Ipimax Gasolina Aditivada;Aditivado;5.01
6;634;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;634;Ipimax Etanol Aditivado;Aditivado;4.37
1;634;Original gasolina;Comum;3.51
2;634;Original Diesel ;Comum;4.16
3;634;Original Etanol ;Comum;3.30
7;634;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;635;Ipimax Gasolina Aditivada;Aditivado;5.01
6;635;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;635;Ipimax Etanol Aditivado;Aditivado;4.37
1;635;Original gasolina;Comum;3.51
2;635;Original Diesel ;Comum;4.16
3;635;Original Etanol ;Comum;3.30
7;635;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;636;Ipimax Gasolina Aditivada;Aditivado;5.01
6;636;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;636;Ipimax Etanol Aditivado;Aditivado;4.37
1;636;Original gasolina;Comum;3.51
2;636;Original Diesel ;Comum;4.16
3;636;Original Etanol ;Comum;3.30
7;636;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;637;Ipimax Gasolina Aditivada;Aditivado;5.01
6;637;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;637;Ipimax Etanol Aditivado;Aditivado;4.37
1;637;Original gasolina;Comum;3.51
2;637;Original Diesel ;Comum;4.16
3;637;Original Etanol ;Comum;3.30
7;637;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;638;Ipimax Gasolina Aditivada;Aditivado;5.01
6;638;Ipimax Diesel S10 Aditivado;Aditivado;5.23
5;638;Ipimax Etanol Aditivado;Aditivado;4.37
1;638;Original gasolina;Comum;3.51
2;638;Original Diesel ;Comum;4.16
3;638;Original Etanol ;Comum;3.30
7;638;Ipimax Pro Gasolina Premium Aditivada;Premium;5.87
4;639;Ipimax Gasolina Aditivada;Aditivado;5.25
6;639;Ipimax Diesel S10 Aditivado;Aditivado;5.47
5;639;Ipimax Etanol Aditivado;Aditivado;4.57
1;639;Original gasolina;Comum;3.68
2;639;Original Diesel ;Comum;4.35
3;639;Original Etanol ;Comum;3.45
7;639;Ipimax Pro Gasolina Premium Aditivada;Premium;6.14
4;640;Ipimax Gasolina Aditivada;Aditivado;5.25
6;640;Ipimax Diesel S10 Aditivado;Aditivado;5.47
5;640;Ipimax Etanol Aditivado;Aditivado;4.57
1;640;Original gasolina;Comum;3.68
2;640;Original Diesel ;Comum;4.35
3;640;Original Etanol ;Comum;3.45
7;640;Ipimax Pro Gasolina Premium Aditivada;Premium;6.14
4;641;Ipimax Gasolina Aditivada;Aditivado;5.25
6;641;Ipimax Diesel S10 Aditivado;Aditivado;5.47
5;641;Ipimax Etanol Aditivado;Aditivado;4.57
1;641;Original gasolina;Comum;3.68
2;641;Original Diesel ;Comum;4.35
3;641;Original Etanol ;Comum;3.45
7;641;Ipimax Pro Gasolina Premium Aditivada;Premium;6.14
4;642;Ipimax Gasolina Aditivada;Aditivado;5.25
6;642;Ipimax Diesel S10 Aditivado;Aditivado;5.47
5;642;Ipimax Etanol Aditivado;Aditivado;4.57
1;642;Original gasolina;Comum;3.68
2;642;Original Diesel ;Comum;4.35
3;642;Original Etanol ;Comum;3.45
7;642;Ipimax Pro Gasolina Premium Aditivada;Premium;6.14
4;643;Ipimax Gasolina Aditivada;Aditivado;5.25
6;643;Ipimax Diesel S10 Aditivado;Aditivado;5.47
5;643;Ipimax Etanol Aditivado;Aditivado;4.57
1;643;Original gasolina;Comum;3.68
2;643;Original Diesel ;Comum;4.35
3;643;Original Etanol ;Comum;3.45
7;643;Ipimax Pro Gasolina Premium Aditivada;Premium;6.14
4;644;Ipimax Gasolina Aditivada;Aditivado;5.25
6;644;Ipimax Diesel S10 Aditivado;Aditivado;5.47
5;644;Ipimax Etanol Aditivado;Aditivado;4.57
1;644;Original gasolina;Comum;3.68
2;644;Original Diesel ;Comum;4.35
3;644;Original Etanol ;Comum;3.45
7;644;Ipimax Pro Gasolina Premium Aditivada;Premium;6.14
4;645;Ipimax Gasolina Aditivada;Aditivado;5.25
6;645;Ipimax Diesel S10 Aditivado;Aditivado;5.47
5;645;Ipimax Etanol Aditivado;Aditivado;4.57
1;645;Original gasolina;Comum;3.68
2;645;Original Diesel ;Comum;4.35
3;645;Original Etanol ;Comum;3.45
7;645;Ipimax Pro Gasolina Premium Aditivada;Premium;6.14
4;646;Ipimax Gasolina Aditivada;Aditivado;5.25
6;646;Ipimax Diesel S10 Aditivado;Aditivado;5.47
5;646;Ipimax Etanol Aditivado;Aditivado;4.57
1;646;Original gasolina;Comum;3.68
2;646;Original Diesel ;Comum;4.35
3;646;Original Etanol ;Comum;3.45
7;646;Ipimax Pro Gasolina Premium Aditivada;Premium;6.14
4;647;Ipimax Gasolina Aditivada;Aditivado;5.25
6;647;Ipimax Diesel S10 Aditivado;Aditivado;5.47
5;647;Ipimax Etanol Aditivado;Aditivado;4.57
1;647;Original gasolina;Comum;3.68
2;647;Original Diesel ;Comum;4.35
3;647;Original Etanol ;Comum;3.45
7;647;Ipimax Pro Gasolina Premium Aditivada;Premium;6.14
4;648;Ipimax Gasolina Aditivada;Aditivado;5.25
6;648;Ipimax Diesel S10 Aditivado;Aditivado;5.47
5;648;Ipimax Etanol Aditivado;Aditivado;4.57
1;648;Original gasolina;Comum;3.68
2;648;Original Diesel ;Comum;4.35
3;648;Original Etanol ;Comum;3.45
7;648;Ipimax Pro Gasolina Premium Aditivada;Premium;6.14
4;649;Ipimax Gasolina Aditivada;Aditivado;5.25
6;649;Ipimax Diesel S10 Aditivado;Aditivado;5.47
5;649;Ipimax Etanol Aditivado;Aditivado;4.57
1;649;Original gasolina;Comum;3.68
2;649;Original Diesel ;Comum;4.35
3;649;Original Etanol ;Comum;3.45
