id_registro,id_comb,id_data,nome_comb,tipo_comb,custo_comb,revenda_comb
16465,2,153,"Original Diesel ",Comum,4.08,5.1
16466,3,153,"Original Etanol ",Comum,3.24,4.05
16468,4,154,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16470,5,154,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16471,1,154,"Original gasolina",Comum,3.45,4.3125
16472,2,154,"Original Diesel ",Comum,4.08,5.1
16473,3,154,"Original Etanol ",Comum,3.24,4.05
16475,4,155,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16477,5,155,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16478,1,155,"Original gasolina",Comum,3.45,4.3125
16479,2,155,"Original Diesel ",Comum,4.08,5.1
16480,3,155,"Original Etanol ",Comum,3.24,4.05
16482,4,156,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16484,5,156,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16485,1,156,"Original gasolina",Comum,3.45,4.3125
16486,2,156,"Original Diesel ",Comum,4.08,5.1
16487,3,156,"Original Etanol ",Comum,3.24,4.05
16489,4,157,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16491,5,157,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16492,1,157,"Original gasolina",Comum,3.45,4.3125
16493,2,157,"Original Diesel ",Comum,4.08,5.1
16494,3,157,"Original Etanol ",Comum,3.24,4.05
16496,4,158,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16498,5,158,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16499,1,158,"Original gasolina",Comum,3.45,4.3125
16500,2,158,"Original Diesel ",Comum,4.08,5.1
16501,3,158,"Original Etanol ",Comum,3.24,4.05
16503,4,159,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16505,5,159,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16506,1,159,"Original gasolina",Comum,3.45,4.3125
16507,2,159,"Original Diesel ",Comum,4.08,5.1
16508,3,159,"Original Etanol ",Comum,3.24,4.05
16510,4,160,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16512,5,160,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16513,1,160,"Original gasolina",Comum,3.45,4.3125
16514,2,160,"Original Diesel ",Comum,4.08,5.1
16515,3,160,"Original Etanol ",Comum,3.24,4.05
16517,4,161,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16519,5,161,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16520,1,161,"Original gasolina",Comum,3.45,4.3125
16521,2,161,"Original Diesel ",Comum,4.08,5.1
16522,3,161,"Original Etanol ",Comum,3.24,4.05
16524,4,162,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16526,5,162,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16527,1,162,"Original gasolina",Comum,3.45,4.3125
16528,2,162,"Original Diesel ",Comum,4.08,5.1
16529,3,162,"Original Etanol ",Comum,3.24,4.05
16531,4,163,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16533,5,163,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16534,1,163,"Original gasolina",Comum,3.45,4.3125
16535,2,163,"Original Diesel ",Comum,4.08,5.1
16536,3,163,"Original Etanol ",Comum,3.24,4.05
16538,4,164,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16540,5,164,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16541,1,164,"Original gasolina",Comum,3.45,4.3125
16542,2,164,"Original Diesel ",Comum,4.08,5.1
16543,3,164,"Original Etanol ",Comum,3.24,4.05
16545,4,165,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16547,5,165,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16548,1,165,"Original gasolina",Comum,3.45,4.3125
16549,2,165,"Original Diesel ",Comum,4.08,5.1
16550,3,165,"Original Etanol ",Comum,3.24,4.05
16552,4,166,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16554,5,166,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16555,1,166,"Original gasolina",Comum,3.45,4.3125
16556,2,166,"Original Diesel ",Comum,4.08,5.1
16557,3,166,"Original Etanol ",Comum,3.24,4.05
16559,4,167,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16561,5,167,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16562,1,167,"Original gasolina",Comum,3.45,4.3125
16563,2,167,"Original Diesel ",Comum,4.08,5.1
16564,3,167,"Original Etanol ",Comum,3.24,4.05
16566,4,168,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16568,5,168,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16569,1,168,"Original gasolina",Comum,3.45,4.3125
16570,2,168,"Original Diesel ",Comum,4.08,5.1
16571,3,168,"Original Etanol ",Comum,3.24,4.05
16573,4,169,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16575,5,169,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16576,1,169,"Original gasolina",Comum,3.45,4.3125
16577,2,169,"Original Diesel ",Comum,4.08,5.1
16578,3,169,"Original Etanol ",Comum,3.24,4.05
16580,4,170,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16582,5,170,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16583,1,170,"Original gasolina",Comum,3.45,4.3125
16584,2,170,"Original Diesel ",Comum,4.08,5.1
16585,3,170,"Original Etanol ",Comum,3.24,4.05
16587,4,171,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16589,5,171,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16590,1,171,"Original gasolina",Comum,3.45,4.3125
16591,2,171,"Original Diesel ",Comum,4.08,5.1
16592,3,171,"Original Etanol ",Comum,3.24,4.05
16594,4,172,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16596,5,172,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16597,1,172,"Original gasolina",Comum,3.45,4.3125
16598,2,172,"Original Diesel ",Comum,4.08,5.1
16599,3,172,"Original Etanol ",Comum,3.24,4.05
16601,4,173,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16603,5,173,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16604,1,173,"Original gasolina",Comum,3.45,4.3125
16605,2,173,"Original Diesel ",Comum,4.08,5.1
16606,3,173,"Original Etanol ",Comum,3.24,4.05
16608,4,174,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16610,5,174,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16611,1,174,"Original gasolina",Comum,3.45,4.3125
16612,2,174,"Original Diesel ",Comum,4.08,5.1
16613,3,174,"Original Etanol ",Comum,3.24,4.05
16615,4,175,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16617,5,175,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16618,1,175,"Original gasolina",Comum,3.45,4.3125
16619,2,175,"Original Diesel ",Comum,4.08,5.1
16620,3,175,"Original Etanol ",Comum,3.24,4.05
16622,4,176,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16624,5,176,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16625,1,176,"Original gasolina",Comum,3.45,4.3125
16626,2,176,"Original Diesel ",Comum,4.08,5.1
16627,3,176,"Original Etanol ",Comum,3.24,4.05
16629,4,177,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16631,5,177,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16632,1,177,"Original gasolina",Comum,3.45,4.3125
16633,2,177,"Original Diesel ",Comum,4.08,5.1
16634,3,177,"Original Etanol ",Comum,3.24,4.05
16636,4,178,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16638,5,178,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16639,1,178,"Original gasolina",Comum,3.45,4.3125
16640,2,178,"Original Diesel ",Comum,4.08,5.1
16641,3,178,"Original Etanol ",Comum,3.24,4.05
16643,4,179,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16645,5,179,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16646,1,179,"Original gasolina",Comum,3.45,4.3125
16647,2,179,"Original Diesel ",Comum,4.08,5.1
16648,3,179,"Original Etanol ",Comum,3.24,4.05
16650,4,180,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16652,5,180,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16653,1,180,"Original gasolina",Comum,3.45,4.3125
16654,2,180,"Original Diesel ",Comum,4.08,5.1
16655,3,180,"Original Etanol ",Comum,3.24,4.05
16657,4,181,"Ipimax Gasolina Aditivada",Aditivado,4.92,6.15
16659,5,181,"Ipimax Etanol Aditivado",Aditivado,4.29,5.3625
16660,1,181,"Original gasolina",Comum,3.45,4.3125
16661,2,181,"Original Diesel ",Comum,4.08,5.1
16662,3,181,"Original Etanol ",Comum,3.24,4.05
16664,4,182,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16666,5,182,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16667,1,182,"Original gasolina",Comum,3.5,4.375
16668,2,182,"Original Diesel ",Comum,4.14,5.175
16669,3,182,"Original Etanol ",Comum,3.28,4.1
16671,4,183,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16673,5,183,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16674,1,183,"Original gasolina",Comum,3.5,4.375
16675,2,183,"Original Diesel ",Comum,4.14,5.175
16676,3,183,"Original Etanol ",Comum,3.28,4.1
16678,4,184,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16680,5,184,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16681,1,184,"Original gasolina",Comum,3.5,4.375
16682,2,184,"Original Diesel ",Comum,4.14,5.175
16683,3,184,"Original Etanol ",Comum,3.28,4.1
16685,4,185,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16687,5,185,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16688,1,185,"Original gasolina",Comum,3.5,4.375
16689,2,185,"Original Diesel ",Comum,4.14,5.175
16690,3,185,"Original Etanol ",Comum,3.28,4.1
16692,4,186,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16694,5,186,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16695,1,186,"Original gasolina",Comum,3.5,4.375
16696,2,186,"Original Diesel ",Comum,4.14,5.175
16697,3,186,"Original Etanol ",Comum,3.28,4.1
16699,4,187,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16701,5,187,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16702,1,187,"Original gasolina",Comum,3.5,4.375
16703,2,187,"Original Diesel ",Comum,4.14,5.175
16704,3,187,"Original Etanol ",Comum,3.28,4.1
16706,4,188,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16708,5,188,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16709,1,188,"Original gasolina",Comum,3.5,4.375
16710,2,188,"Original Diesel ",Comum,4.14,5.175
16711,3,188,"Original Etanol ",Comum,3.28,4.1
16713,4,189,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16715,5,189,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16716,1,189,"Original gasolina",Comum,3.5,4.375
16717,2,189,"Original Diesel ",Comum,4.14,5.175
16718,3,189,"Original Etanol ",Comum,3.28,4.1
16720,4,190,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16722,5,190,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16723,1,190,"Original gasolina",Comum,3.5,4.375
16724,2,190,"Original Diesel ",Comum,4.14,5.175
16725,3,190,"Original Etanol ",Comum,3.28,4.1
16727,4,191,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16729,5,191,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16730,1,191,"Original gasolina",Comum,3.5,4.375
16731,2,191,"Original Diesel ",Comum,4.14,5.175
16732,3,191,"Original Etanol ",Comum,3.28,4.1
16734,4,192,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16736,5,192,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16737,1,192,"Original gasolina",Comum,3.5,4.375
16738,2,192,"Original Diesel ",Comum,4.14,5.175
16739,3,192,"Original Etanol ",Comum,3.28,4.1
16741,4,193,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16743,5,193,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16744,1,193,"Original gasolina",Comum,3.5,4.375
16745,2,193,"Original Diesel ",Comum,4.14,5.175
16746,3,193,"Original Etanol ",Comum,3.28,4.1
16748,4,194,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16750,5,194,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16751,1,194,"Original gasolina",Comum,3.5,4.375
16752,2,194,"Original Diesel ",Comum,4.14,5.175
16753,3,194,"Original Etanol ",Comum,3.28,4.1
16755,4,195,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16757,5,195,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16758,1,195,"Original gasolina",Comum,3.5,4.375
16759,2,195,"Original Diesel ",Comum,4.14,5.175
16760,3,195,"Original Etanol ",Comum,3.28,4.1
16762,4,196,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16764,5,196,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16765,1,196,"Original gasolina",Comum,3.5,4.375
16766,2,196,"Original Diesel ",Comum,4.14,5.175
16767,3,196,"Original Etanol ",Comum,3.28,4.1
16769,4,197,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16771,5,197,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16772,1,197,"Original gasolina",Comum,3.5,4.375
16773,2,197,"Original Diesel ",Comum,4.14,5.175
16774,3,197,"Original Etanol ",Comum,3.28,4.1
16776,4,198,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16778,5,198,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16779,1,198,"Original gasolina",Comum,3.5,4.375
16780,2,198,"Original Diesel ",Comum,4.14,5.175
16781,3,198,"Original Etanol ",Comum,3.28,4.1
16783,4,199,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16785,5,199,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16786,1,199,"Original gasolina",Comum,3.5,4.375
16787,2,199,"Original Diesel ",Comum,4.14,5.175
16788,3,199,"Original Etanol ",Comum,3.28,4.1
16790,4,200,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16792,5,200,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16793,1,200,"Original gasolina",Comum,3.5,4.375
16794,2,200,"Original Diesel ",Comum,4.14,5.175
16795,3,200,"Original Etanol ",Comum,3.28,4.1
16797,4,201,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16799,5,201,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16800,1,201,"Original gasolina",Comum,3.5,4.375
16801,2,201,"Original Diesel ",Comum,4.14,5.175
16802,3,201,"Original Etanol ",Comum,3.28,4.1
16804,4,202,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16806,5,202,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16807,1,202,"Original gasolina",Comum,3.5,4.375
16808,2,202,"Original Diesel ",Comum,4.14,5.175
16809,3,202,"Original Etanol ",Comum,3.28,4.1
16811,4,203,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16813,5,203,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16814,1,203,"Original gasolina",Comum,3.5,4.375
16815,2,203,"Original Diesel ",Comum,4.14,5.175
16816,3,203,"Original Etanol ",Comum,3.28,4.1
16818,4,204,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16820,5,204,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16821,1,204,"Original gasolina",Comum,3.5,4.375
16822,2,204,"Original Diesel ",Comum,4.14,5.175
16823,3,204,"Original Etanol ",Comum,3.28,4.1
16825,4,205,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16827,5,205,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16828,1,205,"Original gasolina",Comum,3.5,4.375
16829,2,205,"Original Diesel ",Comum,4.14,5.175
16830,3,205,"Original Etanol ",Comum,3.28,4.1
16832,4,206,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16834,5,206,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16835,1,206,"Original gasolina",Comum,3.5,4.375
16836,2,206,"Original Diesel ",Comum,4.14,5.175
16837,3,206,"Original Etanol ",Comum,3.28,4.1
16839,4,207,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16841,5,207,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16842,1,207,"Original gasolina",Comum,3.5,4.375
16843,2,207,"Original Diesel ",Comum,4.14,5.175
16844,3,207,"Original Etanol ",Comum,3.28,4.1
16846,4,208,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16848,5,208,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16849,1,208,"Original gasolina",Comum,3.5,4.375
16850,2,208,"Original Diesel ",Comum,4.14,5.175
16851,3,208,"Original Etanol ",Comum,3.28,4.1
16853,4,209,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16855,5,209,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16856,1,209,"Original gasolina",Comum,3.5,4.375
16857,2,209,"Original Diesel ",Comum,4.14,5.175
16858,3,209,"Original Etanol ",Comum,3.28,4.1
16860,4,210,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16862,5,210,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16863,1,210,"Original gasolina",Comum,3.5,4.375
16864,2,210,"Original Diesel ",Comum,4.14,5.175
16865,3,210,"Original Etanol ",Comum,3.28,4.1
16867,4,211,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16869,5,211,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16870,1,211,"Original gasolina",Comum,3.5,4.375
16871,2,211,"Original Diesel ",Comum,4.14,5.175
16872,3,211,"Original Etanol ",Comum,3.28,4.1
16874,4,212,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16876,5,212,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16877,1,212,"Original gasolina",Comum,3.5,4.375
16878,2,212,"Original Diesel ",Comum,4.14,5.175
16879,3,212,"Original Etanol ",Comum,3.28,4.1
16881,4,213,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16883,5,213,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16884,1,213,"Original gasolina",Comum,3.5,4.375
16885,2,213,"Original Diesel ",Comum,4.14,5.175
16886,3,213,"Original Etanol ",Comum,3.28,4.1
16888,4,214,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16890,5,214,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16891,1,214,"Original gasolina",Comum,3.5,4.375
16892,2,214,"Original Diesel ",Comum,4.14,5.175
16893,3,214,"Original Etanol ",Comum,3.28,4.1
16895,4,215,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16897,5,215,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16898,1,215,"Original gasolina",Comum,3.5,4.375
16899,2,215,"Original Diesel ",Comum,4.14,5.175
16900,3,215,"Original Etanol ",Comum,3.28,4.1
16902,4,216,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16904,5,216,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16905,1,216,"Original gasolina",Comum,3.5,4.375
16906,2,216,"Original Diesel ",Comum,4.14,5.175
16907,3,216,"Original Etanol ",Comum,3.28,4.1
16909,4,217,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16911,5,217,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16912,1,217,"Original gasolina",Comum,3.5,4.375
16913,2,217,"Original Diesel ",Comum,4.14,5.175
16914,3,217,"Original Etanol ",Comum,3.28,4.1
16916,4,218,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16918,5,218,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16919,1,218,"Original gasolina",Comum,3.5,4.375
16920,2,218,"Original Diesel ",Comum,4.14,5.175
16921,3,218,"Original Etanol ",Comum,3.28,4.1
16923,4,219,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16925,5,219,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16926,1,219,"Original gasolina",Comum,3.5,4.375
16927,2,219,"Original Diesel ",Comum,4.14,5.175
16928,3,219,"Original Etanol ",Comum,3.28,4.1
16930,4,220,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16932,5,220,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16933,1,220,"Original gasolina",Comum,3.5,4.375
16934,2,220,"Original Diesel ",Comum,4.14,5.175
16935,3,220,"Original Etanol ",Comum,3.28,4.1
16937,4,221,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16939,5,221,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16940,1,221,"Original gasolina",Comum,3.5,4.375
16941,2,221,"Original Diesel ",Comum,4.14,5.175
16942,3,221,"Original Etanol ",Comum,3.28,4.1
16944,4,222,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16946,5,222,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16947,1,222,"Original gasolina",Comum,3.5,4.375
16948,2,222,"Original Diesel ",Comum,4.14,5.175
16949,3,222,"Original Etanol ",Comum,3.28,4.1
16951,4,223,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16953,5,223,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16954,1,223,"Original gasolina",Comum,3.5,4.375
16955,2,223,"Original Diesel ",Comum,4.14,5.175
16956,3,223,"Original Etanol ",Comum,3.28,4.1
16958,4,224,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16960,5,224,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16961,1,224,"Original gasolina",Comum,3.5,4.375
16962,2,224,"Original Diesel ",Comum,4.14,5.175
16963,3,224,"Original Etanol ",Comum,3.28,4.1
16965,4,225,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16967,5,225,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16968,1,225,"Original gasolina",Comum,3.5,4.375
16969,2,225,"Original Diesel ",Comum,4.14,5.175
16970,3,225,"Original Etanol ",Comum,3.28,4.1
16972,4,226,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16974,5,226,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16975,1,226,"Original gasolina",Comum,3.5,4.375
16976,2,226,"Original Diesel ",Comum,4.14,5.175
16977,3,226,"Original Etanol ",Comum,3.28,4.1
16979,4,227,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16981,5,227,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16982,1,227,"Original gasolina",Comum,3.5,4.375
16983,2,227,"Original Diesel ",Comum,4.14,5.175
16984,3,227,"Original Etanol ",Comum,3.28,4.1
16986,4,228,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16988,5,228,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16989,1,228,"Original gasolina",Comum,3.5,4.375
16990,2,228,"Original Diesel ",Comum,4.14,5.175
16991,3,228,"Original Etanol ",Comum,3.28,4.1
16993,4,229,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
16995,5,229,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
16996,1,229,"Original gasolina",Comum,3.5,4.375
16997,2,229,"Original Diesel ",Comum,4.14,5.175
16998,3,229,"Original Etanol ",Comum,3.28,4.1
17000,4,230,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17002,5,230,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17003,1,230,"Original gasolina",Comum,3.5,4.375
17004,2,230,"Original Diesel ",Comum,4.14,5.175
17005,3,230,"Original Etanol ",Comum,3.28,4.1
17007,4,231,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17009,5,231,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17010,1,231,"Original gasolina",Comum,3.5,4.375
17011,2,231,"Original Diesel ",Comum,4.14,5.175
17012,3,231,"Original Etanol ",Comum,3.28,4.1
17014,4,232,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17016,5,232,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17017,1,232,"Original gasolina",Comum,3.5,4.375
17018,2,232,"Original Diesel ",Comum,4.14,5.175
17019,3,232,"Original Etanol ",Comum,3.28,4.1
17021,4,233,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17023,5,233,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17024,1,233,"Original gasolina",Comum,3.5,4.375
17025,2,233,"Original Diesel ",Comum,4.14,5.175
17026,3,233,"Original Etanol ",Comum,3.28,4.1
17028,4,234,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17030,5,234,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17031,1,234,"Original gasolina",Comum,3.5,4.375
17032,2,234,"Original Diesel ",Comum,4.14,5.175
17033,3,234,"Original Etanol ",Comum,3.28,4.1
17035,4,235,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17037,5,235,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17038,1,235,"Original gasolina",Comum,3.5,4.375
17039,2,235,"Original Diesel ",Comum,4.14,5.175
17040,3,235,"Original Etanol ",Comum,3.28,4.1
17042,4,236,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17044,5,236,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17045,1,236,"Original gasolina",Comum,3.5,4.375
17046,2,236,"Original Diesel ",Comum,4.14,5.175
17047,3,236,"Original Etanol ",Comum,3.28,4.1
17049,4,237,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17051,5,237,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17052,1,237,"Original gasolina",Comum,3.5,4.375
17053,2,237,"Original Diesel ",Comum,4.14,5.175
17054,3,237,"Original Etanol ",Comum,3.28,4.1
17056,4,238,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17058,5,238,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17059,1,238,"Original gasolina",Comum,3.5,4.375
17060,2,238,"Original Diesel ",Comum,4.14,5.175
17061,3,238,"Original Etanol ",Comum,3.28,4.1
17063,4,239,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17065,5,239,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17066,1,239,"Original gasolina",Comum,3.5,4.375
17067,2,239,"Original Diesel ",Comum,4.14,5.175
17068,3,239,"Original Etanol ",Comum,3.28,4.1
17070,4,240,"Ipimax Gasolina Aditivada",Aditivado,4.99,6.2375
17072,5,240,"Ipimax Etanol Aditivado",Aditivado,4.35,5.4375
17073,1,240,"Original gasolina",Comum,3.5,4.375
17074,2,240,"Original Diesel ",Comum,4.14,5.175
